27,100000000,raybot/thruster_2,0.0
27,200000000,raybot/thruster_2,0.0
27,200000000,raybot/thruster_2,0.0
27,300000000,raybot/thruster_2,0.0
27,300000000,raybot/thruster_2,0.0
27,410000000,raybot/thruster_2,0.0
27,410000000,raybot/thruster_2,0.0
27,520000000,raybot/thruster_2,0.0
27,520000000,raybot/thruster_2,0.0
27,520000000,raybot/thruster_2,0.0
27,630000000,raybot/thruster_2,0.0
27,630000000,raybot/thruster_2,0.0
27,740000000,raybot/thruster_2,0.0
27,740000000,raybot/thruster_2,0.0
27,850000000,raybot/thruster_2,0.0
27,850000000,raybot/thruster_2,0.0
27,960000000,raybot/thruster_2,0.0
27,960000000,raybot/thruster_2,0.0
28,70000000,raybot/thruster_2,0.0
28,70000000,raybot/thruster_2,0.0
28,70000000,raybot/thruster_2,0.0
28,180000000,raybot/thruster_2,0.0
28,180000000,raybot/thruster_2,0.0
28,290000000,raybot/thruster_2,0.0
28,290000000,raybot/thruster_2,0.0
28,390000000,raybot/thruster_2,0.0
28,390000000,raybot/thruster_2,0.0
28,490000000,raybot/thruster_2,0.0
28,490000000,raybot/thruster_2,0.0
28,590000000,raybot/thruster_2,0.0
28,590000000,raybot/thruster_2,0.0
28,690000000,raybot/thruster_2,0.0
28,690000000,raybot/thruster_2,0.0
28,790000000,raybot/thruster_2,0.0
28,790000000,raybot/thruster_2,0.0
28,890000000,raybot/thruster_2,0.0
28,890000000,raybot/thruster_2,0.0
28,990000000,raybot/thruster_2,0.0
28,990000000,raybot/thruster_2,0.0
29,100000000,raybot/thruster_2,0.0
29,100000000,raybot/thruster_2,0.0
29,210000000,raybot/thruster_2,0.0
29,210000000,raybot/thruster_2,0.0
29,320000000,raybot/thruster_2,0.0
29,320000000,raybot/thruster_2,0.0
29,420000000,raybot/thruster_2,0.0
29,420000000,raybot/thruster_2,0.0
29,420000000,raybot/thruster_2,0.0
29,530000000,raybot/thruster_2,0.0
29,530000000,raybot/thruster_2,0.0
29,630000000,raybot/thruster_2,0.0
29,630000000,raybot/thruster_2,0.0
29,730000000,raybot/thruster_2,0.0
29,730000000,raybot/thruster_2,0.0
29,840000000,raybot/thruster_2,0.0
29,840000000,raybot/thruster_2,0.0
29,940000000,raybot/thruster_2,0.0
29,940000000,raybot/thruster_2,0.0
30,40000000,raybot/thruster_2,0.0
30,40000000,raybot/thruster_2,0.0
30,140000000,raybot/thruster_2,0.0
30,140000000,raybot/thruster_2,0.0
30,250000000,raybot/thruster_2,0.0
30,250000000,raybot/thruster_2,0.0
30,350000000,raybot/thruster_2,0.0
30,350000000,raybot/thruster_2,0.0
30,450000000,raybot/thruster_2,0.0
30,450000000,raybot/thruster_2,0.0
30,550000000,raybot/thruster_2,0.0
30,550000000,raybot/thruster_2,0.0
30,650000000,raybot/thruster_2,0.0
30,650000000,raybot/thruster_2,0.0
30,750000000,raybot/thruster_2,0.0
30,750000000,raybot/thruster_2,0.0
30,850000000,raybot/thruster_2,0.0
30,850000000,raybot/thruster_2,0.0
30,950000000,raybot/thruster_2,0.0
30,950000000,raybot/thruster_2,0.0
31,50000000,raybot/thruster_2,0.0
31,50000000,raybot/thruster_2,0.0
31,150000000,raybot/thruster_2,0.0
31,150000000,raybot/thruster_2,0.0
31,250000000,raybot/thruster_2,0.0
31,250000000,raybot/thruster_2,0.0
31,350000000,raybot/thruster_2,0.0
31,350000000,raybot/thruster_2,0.0
31,450000000,raybot/thruster_2,0.0
31,450000000,raybot/thruster_2,0.0
31,560000000,raybot/thruster_2,0.0
31,560000000,raybot/thruster_2,0.0
31,670000000,raybot/thruster_2,0.0
31,670000000,raybot/thruster_2,0.0
31,770000000,raybot/thruster_2,0.0
31,770000000,raybot/thruster_2,0.0
31,870000000,raybot/thruster_2,0.0
31,870000000,raybot/thruster_2,0.0
31,870000000,raybot/thruster_2,0.0
31,980000000,raybot/thruster_2,0.0
31,980000000,raybot/thruster_2,0.0
32,80000000,raybot/thruster_2,0.0
32,80000000,raybot/thruster_2,0.0
32,190000000,raybot/thruster_2,0.0
32,190000000,raybot/thruster_2,0.0
32,290000000,raybot/thruster_2,0.0
32,290000000,raybot/thruster_2,0.0
32,390000000,raybot/thruster_2,0.0
32,390000000,raybot/thruster_2,0.0
32,500000000,raybot/thruster_2,0.0
32,500000000,raybot/thruster_2,0.0
32,600000000,raybot/thruster_2,0.0
32,600000000,raybot/thruster_2,0.0
32,710000000,raybot/thruster_2,0.0
32,710000000,raybot/thruster_2,0.0
32,820000000,raybot/thruster_2,0.0
32,820000000,raybot/thruster_2,0.0
32,920000000,raybot/thruster_2,0.0
32,920000000,raybot/thruster_2,0.0
32,920000000,raybot/thruster_2,0.0
33,30000000,raybot/thruster_2,0.0
33,30000000,raybot/thruster_2,0.0
33,130000000,raybot/thruster_2,0.0
33,130000000,raybot/thruster_2,0.0
33,240000000,raybot/thruster_2,0.0
33,240000000,raybot/thruster_2,0.0
33,350000000,raybot/thruster_2,0.0
33,350000000,raybot/thruster_2,0.0
33,450000000,raybot/thruster_2,0.0
33,450000000,raybot/thruster_2,0.0
33,560000000,raybot/thruster_2,0.0
33,560000000,raybot/thruster_2,0.0
33,670000000,raybot/thruster_2,0.0
33,670000000,raybot/thruster_2,0.0
33,770000000,raybot/thruster_2,0.0
33,770000000,raybot/thruster_2,0.0
33,770000000,raybot/thruster_2,0.0
33,880000000,raybot/thruster_2,0.0
33,880000000,raybot/thruster_2,0.0
33,980000000,raybot/thruster_2,0.0
33,980000000,raybot/thruster_2,0.0
34,80000000,raybot/thruster_2,0.0
34,80000000,raybot/thruster_2,0.0
34,190000000,raybot/thruster_2,0.0
34,190000000,raybot/thruster_2,0.0
34,290000000,raybot/thruster_2,0.0
34,290000000,raybot/thruster_2,0.0
34,400000000,raybot/thruster_2,0.0
34,400000000,raybot/thruster_2,0.0
34,500000000,raybot/thruster_2,0.0
34,500000000,raybot/thruster_2,0.0
34,610000000,raybot/thruster_2,0.0
34,610000000,raybot/thruster_2,0.0
34,720000000,raybot/thruster_2,0.0
34,720000000,raybot/thruster_2,0.0
34,720000000,raybot/thruster_2,0.0
34,830000000,raybot/thruster_2,0.0
34,830000000,raybot/thruster_2,0.0
34,930000000,raybot/thruster_2,0.0
